Cod Transacción;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
16271;1,305,479.752;$8,134.18;$10,619,003,634.58;19;-55.33033;-6.321752;0.237721;-17.105635
16272;4,990,187.475;$12,591.91;$62,836,008,157.94;4;17.342566;16.510242;17.521137;17.706045
16273;40,779,380.734;$21,858.77;$889,037,276,616.74;301;8.915367;11.317421;11.519469;11.628284
16274;29,980,456.497;$21,732.27;$651,997,311,418.10;1553;8.809486;11.211984;11.425753;11.53196
16275;11,571,057.138;$24,736.50;$286,227,509,755.59;2;11.353227;13.486903;13.650236;13.800765
16276;17,983,362.859;$22,162.62;$396,279,957,352.69;475;9.287573;11.664694;11.854469;11.967882
16277;14,595,638.868;$13,281.60;$193,853,420,948.74;5;11.909829;14.987768;15.48945;15.555638
16278;13,945,966.296;$21,603.14;$300,798,947,035.86;2872;8.70381;11.121467;11.297213;11.41714
16279;6,655,122.955;$21,391.13;$142,463,037,325.46;12129;8.598339;10.981812;11.214997;11.327263
16280;4,327,158.35;$192,191.37;$822,169,363,605.68;47;6.811621;11.989294;12.307555;12.790729
16281;1,687,562.842;$184,023.43;$297,867,873,453.79;820;6.140916;11.301233;11.601588;12.091205
16282;41,143,518.06;$10,971.09;$409,683,110,077.34;9;6.930934;12.305327;13.186656;0.0
16283;3,341,922.043;$197,530.54;$571,965,782,072.06;82;6.930934;12.334833;13.047897;13.494958
16284;894,214.113;$188,254.47;$150,264,399,792.33;21;6.402959;11.530143;11.81825;12.283258
16285;2,863,941.956;$219,422.18;$625,296,385,212.48;37;7.732768;13.183049;13.951246;14.333308
16286;246,515.105;$189,689.29;$47,019,246,283.26;3;6.666295;11.831635;12.089039;12.556388
16287;6,430,778.167;$172,264.31;$1,109,595,033,134.36;79254;5.264829;10.42155;10.70917;11.175927
16288;6,513,735.684;$175,137.95;$1,134,384,764,909.30;12433;5.561787;10.651497;10.952778;11.415032
16289;4,705,482.715;$177,755.82;$842,106,751,997.85;2022;5.669272;10.817123;11.113034;11.574523
16290;7,953,221.352;$182,078.52;$1,443,237,221,120.07;528;6.03646;11.160626;11.483641;11.950765
16291;11,254,599;$12,607.77;$166,410,460,717.14;12;6.666295;12.143858;12.81553;13.185072
16292;8,042,887.035;$12,350.64;$100,381,289,306.83;1412;12.002152;11.017115;11.650226;11.566276
16293;5,118,988.366;$12,369.20;$61,773,078,879.24;83;12.112091;11.12101;11.698384;11.634141
16294;11,916,116.191;$12,451.08;$151,798,489,732.26;21;12.443204;11.449203;12.018571;11.986131
16295;4,893,093.979;$12,549.89;$60,584,331,380.43;26;12.887734;11.889879;12.453989;12.405394
16296;15,587,296.802;$12,565.60;$195,759,746,037.88;13;12.943547;12.085522;12.523342;12.476406
16297;576,320.664;$13,718.51;$7,906,262,538.56;58;13.22344;12.22256;13.217158;12.94717
16298;5,965,326.171;$12,981.51;$77,438,954,395.26;15;14.18551;13.176149;13.672678;13.599015
16299;41,579,298.63;$12,646.54;$525,275,435,188.81;7;13.223439;12.22256;12.780675;12.737815
16300;6,500,176.86;$12,492.65;$81,204,422,689.55;8;13.16735;12.166966;12.733319;12.678787
16301;17,766,461.164;$12,609.03;$224,017,785,018.71;7;13.111316;12.111426;12.671681;12.614115
16302;21,000,015.95;$12,416.32;$239,918,517,288.79;95;12.333529;11.341483;11.913842;11.859995
16303;2,099,001.265;$12,480.28;$25,456,921,050.67;458;12.609493;11.614027;12.178875;12.116448
16304;50,989.009;$10,091.35;$514,548,041.02;1;-42.585583;105.84316;62.638737;26.102085
16305;382,516.149;$12,321.16;$4,713,044,051.86;11;-43.267437;103.40692;60.71265;24.607653
16306;208,833.214;$12,016.74;$2,509,495,138.27;26;-43.57459;102.30944;59.844994;23.953514
16307;100,928.208;$11,423.57;$1,152,960,260.60;1;-42.871662;104.82102;61.83063;25.475082
16308;166,269.603;$11,856.59;$1,971,389,823.80;288;-43.71311;101.814514;59.453693;23.62678
16309;122,681.703;$11,973.24;$1,468,897,918.79;3;-43.154915;103.80896;61.0305;24.854265
16310;2,600,072.853;$15,808.81;$41,104,062,715.92;58;-3.02546;12.682211;13.262872;13.801072
16311;940,889.388;$19,396.62;$18,329,677,661.50;2206;-3.691063;11.981681;12.56401;13.08363
16312;1,020,555.349;$17,667.97;$18,031,141,125.27;9;-2.496015;14.236388;15.756484;16.068289
16313;2,375,821.782;$19,829.49;$46,666,664,088.96;486;-3.454397;12.237779;12.810913;13.332962
16314;1,183,581.079;$12,682.48;$15,010,746,435.48;1;-2.737385;12.981559;13.592966;14.127318
16315;16,592.329;$16,766.87;$278,201,476.08;15;-2.737385;12.981561;13.592979;14.127324
16316;4,374,520.553;$20,749.85;$90,770,656,792.04;39;-3.02546;12.68221;13.282556;13.81083
16317;3,862,752.201;$20,223.56;$78,861,241,487.35;191;-3.216567;12.474766;13.072635;13.615586
16318;3,026,772.138;$13,366.38;$40,456,995,725.67;7;-1.764684;15.092848;16.62431;16.938442
16319;913,485.718;$13,364.79;$12,208,545,578.05;1;-85.21683;6.807296;9.094589;-13.072924
16320;3,273,204.092;$13,619.13;$44,578,192,826.00;10;-85.246315;6.59541;8.878168;-13.245474
16321;168,495.439;$12,327.23;$2,077,081,384.82;15;-85.4208;5.341492;7.590627;-14.269292
16322;40,715.237;$7,849.46;$319,592,716.68;3;41.41774;52.525597;118.66138;75.14368
16323;57,812.049;$8,245.88;$476,711,311.41;1;41.41774;52.525597;118.65805;75.14236
16324;5,704.827;$9,368.75;$53,447,068.79;1;42.12416;53.28739;119.7491;76.01706
16325;28,521.35;$8,108.93;$231,277,769.30;1;42.124153;53.287384;119.749016;76.017
16326;26,959.628;$7,787.93;$209,959,814.64;16;41.41774;52.525597;118.65451;75.140945
16327;249,644.766;$11,242.47;$2,806,623,421.83;1;-72.9728;-0.870525;8.600872;-11.16534
16328;146,471.654;$9,909.66;$1,451,484,778.27;1;-73.21331;-1.749565;7.638065;-11.95334
16329;4,631.484;$11,705.59;$54,214,241.88;1;-72.810036;-0.275729;9.252349;-10.632938
16330;235,258.713;$10,776.18;$2,535,189,912.94;26;-73.26619;-1.9428;7.426416;-12.126562
16331;314,194.673;$11,174.98;$3,511,120,180.68;10;-73.02662;-1.067221;8.385433;-11.341664
16332;1,948,621.931;$14,029.54;$18,860,756,382.30;1;14.781748;14.4164;15.305703;15.979456
16333;2,059,450.64;$12,907.14;$24,901,731,951.27;244;12.487934;11.897771;12.461008;12.799851
16334;1,447,905.206;$12,981.41;$14,897,650,395.58;8;12.941167;12.354615;12.660105;13.105509
16335;500,052.288;$12,788.27;$6,097,737,098.74;263;12.269034;11.6931;11.11615;12.094561
16336;649,329.719;$13,644.39;$8,859,708,448.72;3;15.35544;14.98827;15.882006;16.559116
16337;3,039,778.299;$12,937.12;$38,315,357,913.53;99;12.652669;12.020121;12.376026;12.827429
16338;815,444.189;$13,021.73;$10,618,494,074.05;7;12.941167;12.354615;12.660105;13.105509
16339;2,500,833.579;$15,805.61;$39,527,190,448.18;112;17.762676;18.162125;20.878769;23.63294
16340;500,000;$17,228.44;$8,614,218,186.52;1;21.293953;21.705343;24.50322;27.33974
16341;1,309,263.203;$16,495.35;$21,596,753,668.77;1;19.502298;19.90763;22.664291;25.459034
16342;270,005.182;$15,796.44;$4,265,121,294.49;3;17.762676;18.162125;20.878769;23.63294
16343;66,539.655;$11,443.94;$761,475,650.99;3;2.319472;9.484728;18.411446;12.961502
16344;172,989.085;$12,242.75;$2,117,862,276.00;5;3.335006;10.571178;19.586224;14.082355
16345;353,974.407;$11,953.48;$4,231,226,812.99;1;4.10995;11.400233;20.48268;14.937664
16346;14,447.918;$11,409.77;$164,847,486.13;2;2.068692;9.216434;18.12134;12.684712
16347;24,389.278;$11,345.55;$276,709,706.59;17;1.819137;8.94945;17.832647;12.409273
16348;1,505,971.346;$14,754.36;$22,219,640,096.68;1;19.452984;20.155325;23.478895;25.717607
16349;235,313.288;$14,294.35;$3,363,649,473.19;5;17.722454;18.414648;21.690197;23.896572
16350;2,533,519.261;$14,146.20;$35,839,682,684.46;105;17.156673;17.84555;21.105385;23.301256
16351;96,774.844;$12,324.48;$1,192,699,879.00;41;2.35793;12.407254;12.522011;12.459427
16352;614,717.838;$12,553.61;$7,716,927,533.17;1;3.637322;13.811891;13.928127;13.864739
16353;173,767.21;$12,023.43;$2,089,277,407.34;2;2.865888;12.964938;13.080311;13.017393
16354;154,710.75;$12,373.10;$1,914,251,043.92;11;2.611282;12.685408;12.800496;12.737733
16355;50,038.872;$11,320.36;$566,458,060.70;1;10.676795;15.764385;17.5512;0.0
16356;107,608.073;$12,327.17;$1,326,503,384.61;1;11.490414;16.615297;18.41521;20.20529
16357;200,000;$12,070.73;$2,414,146,150.72;1;13.719551;18.946611;20.782408;0.0
16358;48,753.378;$12,758.70;$622,029,712.56;16;10.14093;15.203958;16.982145;18.750622
16359;84,608.565;$11,831.53;$1,001,049,142.41;4;10.408217;15.483493;17.265984;0.0
16360;529,218.335;$13,121.55;$6,944,164,415.40;1;13.719551;18.946611;20.782408;22.60817
16361;88,668.144;$15,764.08;$1,397,771,533.75;2;4.966422;34.86389;51.65873;0.0
16362;120,371.153;$15,763.52;$1,897,473,497.61;9;4.708542;34.532776;51.286606;58.04964
16363;55,878.599;$15,712.99;$878,019,673.18;20;4.451925;34.203278;50.916134;57.662685
16364;148,441.678;$14,679.63;$2,179,069,380.18;1;5.225574;35.196636;52.032852;0.0
16365;266,741.016;$16,069.58;$4,286,416,105.88;1;6.540709;36.885242;53.931118;60.812054
16366;84,762.927;$11,307.55;$958,461,398.94;48;177.81464;-1.771189;11.274234;11.632008
16367;24,006.295;$11,286.51;$270,947,271.40;1;180.55762;-0.79855;12.375172;0.0
16368;289,323.221;$11,542.39;$3,339,482,058.07;1;183.35524;0.193488;13.499051;13.863967
16369;148,214.118;$11,274.42;$1,671,028,133.13;9;178.49535;-1.529817;11.547569;11.906219
16370;167,375.586;$11,302.87;$1,891,823,917.19;3;179.1794;-1.287259;11.822246;12.181777
16371;97,054.874;$11,114.07;$1,078,674,202.37;1;179.8668;-1.043506;12.098276;0.0
16372;147,572.26;$11,769.36;$1,736,831,680.30;2;31.841507;15.922551;15.824836;17.436413
16373;65,925.097;$11,696.49;$771,091,956.12;25;31.194096;15.35311;15.254578;16.86045
16374;260,814.15;$11,846.38;$3,089,703,220.75;1;33.48827;17.370993;17.27206;0.0
16375;192,616.45;$11,743.99;$2,262,086,172.01;9;31.517008;15.637131;15.539656;17.148052
16376;46,842.943;$11,003.34;$515,428,763.07;17;10.114308;15.715935;13.097085;0.0
16377;1,298,618.552;$11,289.60;$14,660,887,598.33;1;13.69206;19.370176;16.755121;0.0
16378;145,230.99;$11,111.02;$1,613,664,258.55;1;11.463461;17.030582;14.466646;0.0
16379;197,154.685;$11,045.66;$2,177,704,516.79;4;10.650039;16.17665;13.631369;0.0
16380;486,457.822;$11,289.60;$5,491,915,574.02;1;13.69206;19.370176;16.755121;0.0
16381;240,341.008;$11,023.58;$2,649,417,146.74;15;10.381524;15.874934;13.345429;0.0
16382;115,328.898;$11,876.23;$1,369,673,081.29;10;-0.691521;25.263983;32.549465;0.0
16383;24,931.939;$11,964.57;$298,300,044.26;1;0.045952;26.193619;33.55465;0.0
16384;90,492.898;$11,918.61;$1,078,549,848.50;32;-0.934943;24.957132;32.22482;0.0
16385;248,327.301;$12,016.66;$2,984,064,792.67;1;1.04641;27.45476;34.8673;0.0
16386;378,964.712;$11,907.51;$4,512,524,265.65;2;-0.201083;25.882214;33.203552;0.0
16387;119,649.281;$11,891.84;$1,422,850,176.88;2;-0.446905;25.572338;32.87571;0.0
16388;1,315,499.344;$11,113.82;$14,620,226,120.77;64;21.270508;21.729094;22.137512;0.0
16389;1,491,516.187;$11,209.38;$16,718,969,655.92;1;23.647223;24.114773;24.531172;0.0
16390;127,104.359;$11,062.23;$1,406,058,180.15;5;21.8561;22.316895;0.0;0.0
16391;20,000;$10,187.18;$203,743,653.14;1;18.864943;10.844694;0.0;0.0
16392;125,000;$10,221.12;$1,277,640,530.08;1;20.944086;12.783924;0.0;0.0
16393;30,160.258;$10,152.24;$306,194,318.63;1;17.99555;10.033808;0.0;0.0
16394;50,000;$10,115.15;$505,757,538.76;1;12.404824;11.522267;0.0;0.0
16395;1,123,844.944;$10,100.00;$13,250,828,891.52;62;11.864531;10.986204;0.0;0.0
16396;499,742.472;$10,125.42;$5,060,101,159.37;1;14.057393;13.161896;0.0;0.0
16397;2,463,911.759;$10,832.46;$26,690,214,728.49;81;3.835462;11.391174;2.980348;3.830439
16398;235,664.457;$2,748.16;$647,643,353.77;2;3.536259;-3.18562;-12.419005;-12.514042
16399;3,270,441.165;$17,323.22;$56,654,575,728.55;24;0.002343;7.657411;55.806255;29.302343
16400;2,546,422.98;$16,368.98;$41,682,345,383.57;24;0.004892;5.036108;15.562858;12.162614
16401;175,294.789;$4,529.13;$793,933,409.46;3;5.043012;-4.232405;-4.916931;-5.838891
16402;57,246.353;$5,007.92;$286,685,014.04;2;3.807784;-5.887675;-7.970585;-9.166697
16403;1,567,852.752;$2,073.01;$3,250,173,117.65;24;0.049089;-53.300186;67.14402;0.586632
16404;57,897.698;$234,669.74;$13,586,837,578.14;146;-0.195183;6.057601;-0.336756;-1.194491
16405;12,420,549.759;$4,293.45;$53,326,975,049.55;1;0.005169;-0.122042;53.702168;18.986694
16406;7,131,860.953;$32,449.26;$231,423,633,780.53;12;-0.541421;9.711618;-37.88508;-25.094625
16407;5,136,709.504;$3,706.16;$19,037,448,197.23;1;0.003674;-0.037801;53.781128;19.090649
16408;7,066.496;$31,691.15;$223,945,404.11;1;-0.54142;7.076749;-38.563675;-25.797676
16409;264,691,771,198.055;$0.26;$67,538,722,603.57;5;0.0;-0.643932;182.73927;69.130165
16410;10,300,111.303;$15,905.58;$163,829,200,889.80;3;-71.98901;19.077192;-8.226123;-20.428102
16411;42,225,100.637;$248.89;$10,509,474,997.82;1;0.075407;-5.071427;167.37395;57.308422
16412;2,680,596.081;$15,361.46;$41,177,871,583.71;75;7.75E-4;-6.08115;26.850006;10.6053
16413;6,718,823.528;$4,398.46;$29,552,487,026.73;4;0.661288;-4.130355;-93.82946;-78.623726
16414;437,708.564;$4,266.76;$1,867,596,160.99;2;0.02037;-4.275155;-94.00487;-78.94187
16415;3,789,876.031;$12,165.92;$46,107,321,221.54;45;-0.56514;6.139187;-9.700318;-2.801156
16416;99,241.26;$0.43;$42,581.08;2;2.297617;2.286493;-81.001045;-99.79887
16417;3,560,132.629;$48,655.64;$173,220,545,508.73;1;2.66E-4;9.979319;31.230572;15.102886
16418;106,392,516,855.752;$17.04;$1,813,007,409,287.85;20;0.027657;13.879524;14.392166;16.219372
16419;1,894,487.139;$15,346.15;$29,073,088,029.33;7;-5.58306;-64.69547;-51.87906;-43.269238
16420;7,118,845.019;$15,890.75;$113,123,813,117.11;3;-5.581144;-63.886356;-51.23461;-42.81651
16421;1,007,197.858;$15,097.48;$15,206,153,965.78;4;-5.588529;-66.83094;-53.597496;-43.798763
16422;1,556,825.148;$2,665.63;$4,149,918,800.44;3;0.010941;112.96136;-94.03481;-75.36414
16423;7,704,541.274;$13,509.20;$104,082,172,284.52;29;-4.194355;-2.185431;19.593164;19.952816
16424;51,637,108.047;$4,514.21;$233,100,824,842.51;13;0.035727;-36.038982;-40.13582;-20.184328
16425;192,288,409.625;$10,199.98;$1,961,338,501,441.71;3;0.179527;-0.837434;5.208587;-3.622612
16426;8,413,071.444;$31,579.43;$265,679,965,659.92;3;4.4022;12.778118;24.616482;18.185978
16427;2,172,462.6;$6,953.04;$15,105,217,525.40;13;-0.016335;3.749963;-48.71511;-42.72574
16428;10,344,994.948;$15,925.53;$164,749,551,428.46;32;-0.125225;-1.659937;18.979956;16.24169
16429;24,680.723;$15,925.53;$393,053,649.96;3;-0.125225;-1.659937;18.979956;16.24169
16430;1,563,772.816;$169,177.46;$264,555,119,661.52;1;16.929958;17.441868;11.165216;8.631361
16431;7,760,695.873;$16,107.02;$125,001,696,735.96;32;-0.005762;-1.485167;6.694611;9.797017
16432;416,736,483,944,248;$0.00;$428,920.26;1;0.0;0.0;0.0;0.0
16433;590,424.099;$1.26;$746,051.56;3;4.840374;-70.229256;-99.02563;193.76291
16434;1,026,215.792;$1.29;$1,321,349.28;1;4.840136;-70.22949;-99.02532;193.74043
16435;122,497.961;$10,169.10;$1,245,693,552.96;1;0.0;-0.964413;-0.315252;-0.215569
16436;242,458.131;$10,365.05;$2,513,090,901.81;1;0.0;-0.956127;-0.286561;-0.189798
16437;1,193,943.469;$10,273.85;$12,266,396,120.37;7;0.0;-0.92322;-0.177219;-0.069662
16438;943,772.031;$9,910.67;$9,353,415,323.97;20;0.0;-1.806904;-1.134155;-1.030648
16439;97,466,716.331;$73.96;$7,146,977,977.63;1;-0.174749;-2.927296;5.361493;8.394965
16440;262,606,301.045;$203.34;$52,941,243,758.62;2;-0.17474;-2.810998;5.553116;8.526265
16441;106,909,424.552;$1,729.94;$183,364,015,115.06;5;-0.175141;-2.19668;6.008708;8.945954
16442;464,342,478.454;$74.09;$34,110,288,126.22;5;-0.174703;-2.926536;5.419476;8.422114
16443;112,696,558.013;$445.41;$49,766,675,863.82;1;-0.17496;-2.651407;5.528311;8.562339
16444;43,017,140.439;$7,744.15;$330,272,268,255.90;5;-0.175562;-1.741064;6.269682;9.22144
16445;85,702,893.131;$2,994.08;$254,402,448,795.13;2;-0.175325;-1.96383;6.140234;9.084424
16446;101,299,612.853;$203.42;$20,430,917,712.13;1;-0.174656;-2.809659;5.660812;8.58072
16447;138,929,797.333;$444.65;$61,247,436,688.47;3;-0.174784;-2.648776;5.751994;8.676602
16448;153,077.488;$15,647.10;$2,364,092,905.33;2;0.136685;-3.428718;4.071419;8.92735
16449;1,921,507.083;$15,645.94;$29,672,687,843.89;16;0.136685;-3.432458;3.908677;8.845324
16450;452,487.865;$15,640.15;$6,984,954,847.71;3;0.136685;-3.430926;4.002152;8.893111
16451;8,439,143.886;$23,729.63;$200,257,764,686.94;1;-3.246889;-0.007567;7.587293;11.046096
16452;709,930.233;$23,213.81;$16,480,184,592.89;1;-3.246889;-0.007567;7.587293;11.046334
16453;552,618.736;$10,464.25;$5,782,741,463.11;3;-3.425777;8.58393;-6.203645;-3.238635
16454;1,482,036.21;$10,920.10;$16,183,981,248.46;1;-0.911678;13.423158;0.0;0.0
16455;1,049,006.377;$10,136.71;$10,633,468,476.43;2;-5.486546;5.440083;0.0;0.0
16456;1,422,561.054;$10,764.02;$15,312,469,114.53;2;-3.314997;6.993949;5.166674;1.616521
16457;14,515.45;$10,387.96;$150,785,916.71;2;-0.374151;10.171917;-10.470807;-4.809225
16458;962,708.662;$10,263.84;$9,881,088,675.43;1;-5.318357;5.817008;5.600755;0.0
16459;2,223,054.315;$10,517.28;$23,380,474,852.59;2;-0.845512;14.162116;4.331019;0.0
16460;6,097,372.499;$16,310.35;$99,450,292,784.50;2;71.967064;3.91702;-27.772367;-5.999017
16461;609.991;$16,303.91;$9,945,245.84;1;71.96711;3.917014;-27.772327;-5.997847
16462;6,499,787.899;$13,140.50;$85,410,447,144.59;2;6.877371;5.86103;3.581265;1.557158
16463;31,347,896.148;$12,173.50;$381,613,620,764.27;2;3.816113;0.82146;7.725026;8.65484
16464;107,166.373;$440,334.48;$47,189,049,589.55;3;0.324181;6.35457;36.51163;47.139553
16465;2,109,824,633.973;$1.89;$3,977,871,961.76;3;-28.414522;-4.092556;-9.665305;-94.72436
16466;62,032,315,189.318;$0.16;$10,001,703,799.12;1;-27.655384;-4.760178;-13.924368;-92.96552
16467;12,906,454,952.511;$0.86;$11,067,685,258.15;3;-23.915325;-2.811223;-9.630285;-88.91793
16468;165,213,506,178.208;$0.31;$50,444,989,111.85;2;-24.038914;-2.143082;-9.828832;-89.70859
16469;776,172,085,106.602;$0.16;$127,798,262,134.85;2;-23.55394;-0.806745;-1.088477;-93.09371
16470;13,683,470.489;$9,818.94;$134,357,243,246.02;2;-32.778152;-3.104054;0.0;0.0
16471;4,164,636,160,550.59;$0.02;$67,614,222,311.93;3;-32.347446;-4.093278;-4.395581;-91.24217
16472;43,879,331.914;$12,670.64;$555,979,198,323.96;4;13.475631;14.245329;14.168783;13.715109
16473;44,893,347.389;$12,611.42;$566,168,717,895.13;3;15.499782;14.765977;14.874104;14.694798
16474;4,828,899;$10,235.90;$49,428,134,489.70;1;0.023795;-0.794239;-5.28033;-1.833101
16475;3,331,157.697;$10,033.41;$33,422,875,488.93;7;0.023795;-3.79236;-3.958514;-2.817797
16476;51,752,508.532;$5,159.00;$266,991,433,402.02;2;14.094042;7.631068;11.550966;8.939555
16477;7,124,329.829;$11,598.28;$82,630,004,028.17;4;0.010441;8.781399;12.642868;0.0
16478;9,229,687.322;$10,747.87;$99,199,455,342.33;2;17.353168;14.500355;14.884914;0.0
16479;100,000;$10,125.87;$1,012,586,569.35;1;16.691751;11.533892;0.0;0.0
16480;846,761.38;$10,652.71;$9,020,304,552.99;2;16.691751;13.656217;12.196207;0.0
16481;5,160,942.1;$10,324.71;$53,285,218,673.63;3;7.733234;13.100735;0.0;0.0
16482;1,236,236.669;$8,456.77;$10,454,573,272.87;1;0.36978;-3.91988;0.0;0.0
16483;12,362.756;$8,456.21;$104,542,023.32;1;0.369779;-3.927616;0.0;0.0
16484;3,927,629.023;$12,340.34;$53,764,538,840.15;1225;11.856873;11.92688;11.929667;11.804686
16485;4,204,168.482;$14,012.55;$97,278,864,268.19;22;12.745251;12.815812;12.818621;12.692651
16486;43,831.19;$12,404.24;$543,692,668.51;24;12.077656;12.1478;12.150591;12.025365
16487;14,184,948.123;$12,182.55;$211,917,879,235.34;77;11.308693;11.378358;11.381131;11.256762
16488;1,480,437.305;$12,500.96;$90,988,056,383.02;39;12.410465;12.480817;12.483616;12.35802
16489;373,408.532;$12,436.36;$3,643,844,718.93;23;12.188374;12.258587;12.261382;12.136032
16490;1,897,638.556;$14,639.43;$27,650,812,043.58;588;11.308693;11.378358;11.381131;11.256344
16491;24,485.927;$12,554.35;$777,369,804.44;2;12.745252;12.815812;12.818607;12.692643
16492;29,955,114.908;$12,505.49;$401,513,724,189.85;195;11.410833;12.25115;11.727712;11.641487
16493;1,070,522.364;$19,898.96;$21,106,741,503.08;332;11.410833;12.25115;11.727712;11.641487
16494;888,467.124;$12,432.26;$11,037,528,465.00;82;11.410833;12.25115;11.727712;11.641487
16495;8,177,815.676;$12,835.30;$101,504,567,154.21;165;12.180499;13.026605;12.500039;12.41298
16496;27,924,469.247;$12,319.49;$344,015,165,028.11;12;12.736786;13.587077;13.057427;12.970179
16497;454,931.459;$12,817.01;$9,174,861,050.79;12;12.848705;13.699837;13.169662;13.082328
16498;817,890.363;$18,045.12;$14,760,924,834.33;161;-2.791619;10.550011;13.138106;13.685235
16499;83,767,902.597;$20,106.97;$1,688,252,900,054.18;189;5.396786;12.312663;13.372259;13.032365
16500;58,069,652.829;$12,419.98;$720,309,472,485.37;147;9.191411;10.937444;11.999113;12.048165
16501;441,502.911;$27,773.77;$11,244,538,071.87;147;3.393203;12.467486;14.664682;14.598254
